indices,redshift,angles,gamma1,gamma2,kappa,dx,dy,ra,dec,image_x,image_y,prelensed_image_x,prelensed_image_y,has_finite_shear,hlr,e1,e2,split,id
49025,0.855103075504,5.941498562027658,0.0,0.0,0.0,-62.96789204231472,-62.972287519280805,0.0174633028014862,-0.0174645229559812,184.66053983934148,184.6385624545146,184.66053983934148,184.6385624545146,True,0.312563100611964,-0.0760162168133767,-0.1545808775049897,train,11
47000,0.384532511234,1.0753189313649147,0.0,0.0,0.0,-62.9319639787874,-44.927858975942186,0.017453322784761,-0.0124521822730609,184.84018015694903,274.8607051566172,184.84018015694903,274.8607051566172,True,1.0132494976785318,-0.0789440660391469,0.0620452583129032,train,12
52038,3.31067919731,5.267120999776219,0.0,0.0,0.0,-62.91028495327984,-26.94842889196193,0.0174473008337991,-0.0074578965253217,184.9485752844693,364.7578555619805,184.9485752844693,364.7578555619805,True,0.9471074913762936,0.3480180301421035,-0.012889291038835,train,13
4796,1.39999175072,4.759142076763195,0.0,0.0,0.0,-63.03801332340571,-9.087548434155126,0.0174827809333153,-0.0024965411134977,184.30993343394329,454.0622578365725,184.30993343394329,454.0622578365725,True,0.2220720834327723,-0.2376072309794782,0.324269783284908,train,14
65692,0.288876086473,2.3848026428227613,0.0,0.0,0.0,-62.92013243289678,9.085213309261643,0.0174500362445362,0.0025514480210357,184.89933788639257,544.926066538962,184.89933788639257,544.926066538962,True,0.4287555153663718,-0.0923158526759251,0.8079890745719912,train,15
48294,0.246137693524,1.2017986663269102,0.0,0.0,0.0,-62.96734450538092,27.0052596414266,0.017463150707899,0.0075292383950105,184.66327752401008,634.5262981852968,184.66327752401008,634.5262981852968,True,0.217593543999648,0.272001863814085,0.0513545821225781,train,16
67619,0.222940295935,3.70998932615435,0.0,0.0,0.0,-62.98499662345877,45.066472993238335,0.0174680540735795,0.012546241712489,184.57501693363508,724.8323649297515,184.57501693363508,724.8323649297515,True,0.2251362022955505,0.1253311735603136,-0.1584577376581663,train,17
5087,2.70577859879,0.368184900933267,0.0,0.0,0.0,-63.09881918411428,62.90933725186619,0.0174996714485953,0.0175025923174517,184.00590413044955,814.0466862084631,184.00590413044955,814.0466862084631,True,0.6543607715322428,0.0345271323679906,0.2811774834319178,train,18
50968,0.880852103233,2.2763891766057056,0.0,0.0,0.0,-62.93169073399733,80.9853177435888,0.0174532468834455,0.0225236971643287,184.8415463808992,904.4265886524602,184.8415463808992,904.4265886524602,True,0.5206387655703102,0.5873921080115846,0.363573485610827,train,19
53345,0.72775131464,2.6458664877020985,0.0,0.0,0.0,-45.041375012881616,-81.0344532455389,0.0124837150817886,-0.02248179087714,274.2931249720118,94.327733837829,274.2931249720118,94.327733837829,True,0.2978099571152555,-0.0910577301899362,0.0768881256185759,train,20
28803,0.870151519775,3.2186419374934423,0.0,0.0,0.0,-44.97109967371574,-63.02691851404186,0.0124641941551675,-0.0174796986284939,274.6445016677844,184.3654074807535,274.6445016677844,184.3654074807535,True,0.4356651857720534,0.2684867453986506,-0.3204081750764384,train,21
37894,0.123180799186,3.6871153913434895,0.0,0.0,0.0,-44.97137617434559,-44.94375586714424,0.0124642709609046,-0.0124565983589564,274.6431191646353,274.78122070061977,274.6431191646353,274.78122070061977,True,0.4008247407566891,-0.0350683631758686,0.3050603036697746,train,22
63184,0.905186116695,3.269393113297633,0.0,0.0,0.0,-44.9810159536347,-27.052130502449376,0.0124669486772273,-0.0074867026962823,274.5949202681976,364.2393475096271,274.5949202681976,364.2393475096271,True,0.1587343848289639,0.0521807118087572,-0.1074809656587773,train,23
44369,0.486759096384,3.17286848816923,0.0,0.0,0.0,-44.91877839525716,-9.08614406636254,0.0124496604673961,-0.0024961510686271,274.906108060035,454.06927967553423,274.906108060035,454.06927967553423,True,0.4028003001285076,-0.0391415438801534,0.1441691619359097,train,24
52031,0.653096497059,0.6079328083896008,0.0,0.0,0.0,-45.07245489723992,9.058045869537954,0.0124923483825904,0.0025439015678865,274.1377255502455,544.7902293403655,274.1377255502455,544.7902293403655,True,0.2549867143555525,-0.1923798341648972,0.3934808466839177,train,25
13033,0.301854103804,3.0155007946454124,0.0,0.0,0.0,-45.02824603043322,27.016242720953933,0.0124800681423874,0.0075322894214196,274.3587698842432,634.5812135829246,274.3587698842432,634.5812135829246,True,0.3268440070757221,-0.4273393606759738,0.4758480475140662,train,26
29999,0.446366906166,0.8522136114372818,0.0,0.0,0.0,-44.904963816102295,44.92226780352211,0.0124458230844839,0.0125061850053015,274.9751809557981,724.111338981287,274.9751809557981,724.111338981287,True,0.4971222425486279,0.0658667007696213,-0.0999909706530393,train,27
44359,0.646358013153,1.6827121589824323,0.0,0.0,0.0,-45.02077899539244,62.94280559511152,0.0124779939660905,0.0175118894796792,274.3961050594411,814.2140279246628,274.3961050594411,814.2140279246628,True,0.2379968246974801,-0.0478797056284418,0.0824593020128467,train,28
35903,0.541082918644,3.2223587395464937,0.0,0.0,0.0,-45.09937003988435,81.09482312642413,0.0124998248107413,0.0225541158297829,274.00314983704504,904.9741155665484,274.00314983704504,904.9741155665484,True,0.1386827601499531,0.0327103399815519,0.1756222038002808,train,29
29356,0.915736913681,1.973934846196086,0.0,0.0,0.0,-26.90965121060748,-80.91841793282681,0.0074471252931318,-0.0224495591947875,364.9517439687214,94.90791040129562,364.9517439687214,94.90791040129562,True,0.7020453565911035,-0.8195392930125642,-0.1029611022027521,train,30
16371,0.252477407455,3.432428948141043,0.0,0.0,0.0,-27.013268749343,-63.01460041334752,0.0074759079422879,-0.0174762771990164,364.4336562751277,184.42699798421523,364.4336562751277,184.42699798421523,True,0.5724344633243528,0.3333906573734516,0.5533113805524473,train,31
13712,0.773038089275,5.01419414410652,0.0,0.0,0.0,-26.9964267229856,-44.94289478139545,0.0074712296017151,-0.0124563593573262,364.517866406901,274.785526129363,364.517866406901,274.785526129363,True,0.1714671602882607,5.4484082983226046e-05,0.0220629635281103,train,32
28165,0.540661096573,2.033951647852186,0.0,0.0,0.0,-27.044694798518204,-27.0359058093641,0.0074846374002542,-0.0074821959505762,364.27652602927697,364.3204709750404,364.27652602927697,364.3204709750404,True,0.2090345087524574,-0.0621908396504039,-0.2205470141672021,train,33
47977,0.264749407768,5.358517213112308,0.0,0.0,0.0,-27.09313058342287,-8.93923583108626,0.0074980917846954,-0.0024553432634757,364.0343471047928,454.8038208517968,364.0343471047928,454.8038208517968,True,0.2931419607157245,0.5580981508328255,0.472981257731417,train,34
3960,0.717964410782,3.4291345713599592,0.0,0.0,0.0,-27.017183981315743,9.023623729954872,0.0074769955067019,0.0025343399013511,364.41408011526704,544.618118642478,364.41408011526704,544.618118642478,True,0.4329030289970216,0.7074787124907314,0.2534679446644258,train,35
15853,1.66820037365,2.279189500493598,0.0,0.0,0.0,-27.035199283692798,26.91436915987694,0.0074819997572836,0.0075039913252086,364.3240036033964,634.071845777622,364.3240036033964,634.071845777622,True,0.3579722824079884,0.0355567624153292,-0.0260893800203683,train,36
47000,0.384532511234,3.911312514901236,0.0,0.0,0.0,-26.94801121613151,44.94532077384168,0.0074577808500436,0.0125125887969176,364.7599439411323,724.2266038328662,364.7599439411323,724.2266038328662,True,1.0132494976785318,-0.0290474997907048,0.0961146315490887,train,37
44279,1.07834947109,4.740855029437936,0.0,0.0,0.0,-26.95847306058153,63.06085087622433,0.0074606869178941,0.0175446800990148,364.7076347188906,814.8042543301314,364.7076347188906,814.8042543301314,True,0.4213048828425126,0.23864652466273,-0.1031470326420136,train,38
38533,0.918175578117,1.2511693174365988,0.0,0.0,0.0,-26.952189206205485,81.04747244595939,0.0074589414028213,0.0225409632107571,364.7390539907658,904.7373621642628,364.7390539907658,904.7373621642628,True,0.0971068086099984,-0.1276828299785994,0.23706844274236,train,39
4182,0.526688098907,1.9229485538122508,0.0,0.0,0.0,-8.972393916332676,-80.91586774207362,0.0024645538637243,-0.0224488509774399,454.6380304255916,94.92066135505956,454.6380304255916,94.92066135505956,True,0.2012236051138337,-0.0240226081816733,0.0447835563161755,train,40
51376,0.551039278507,5.94088300641284,0.0,0.0,0.0,-8.909501097245618,-62.97538895797052,0.0024470836362337,-0.0174653852619195,454.952494520976,184.6230552610686,454.952494520976,184.6230552610686,True,0.4555346302622121,-0.439144776064697,0.2311261245840072,train,41
69620,0.389178603888,3.3824889358342016,0.0,0.0,0.0,-9.06307808985042,-44.9078249766154,0.0024897439118758,-0.0124466178395129,454.1846095580762,274.9608751532349,454.1846095580762,274.9608751532349,True,0.0592134307539225,-0.0628978886124062,0.2086830100872042,train,42
64790,0.587724626064,3.161842388422027,0.0,0.0,0.0,-8.916332737960635,-26.904183326385255,0.0024489813142085,-0.0074456064296274,454.9183363174064,364.9790833898281,454.9183363174064,364.9790833898281,True,0.2411554681878466,0.4670377191675974,-0.4896290830731229,train,43
50480,0.316842705011,5.532203518578659,0.0,0.0,0.0,-9.048034816475438,-9.006002576676757,0.0024855652248357,-0.0024738896003618,454.2598259249389,454.4699871238984,454.2598259249389,454.4699871238984,True,0.4176008617440784,-0.4515948236879675,-0.10917450292782,train,44
43855,0.383421093225,2.3955274552267665,0.0,0.0,0.0,-9.039129091758594,9.07633515850072,0.0024830914124155,0.0025489819839916,454.304354548516,544.8816757851646,454.304354548516,544.8816757851646,True,0.4169925818382693,0.1457204430059477,0.1834821407709082,train,45
33499,0.719303190708,3.905209599924242,0.0,0.0,0.0,-9.068428485143134,26.924458115086196,0.0024912301327832,0.0075067938695975,454.15785758161695,634.1222905536602,454.15785758161695,634.1222905536602,True,0.5001065924885993,0.1044357887466759,-0.0244603057324748,train,46
26596,0.416221797466,4.700167142709757,0.0,0.0,0.0,-9.005246300630828,44.96212683471104,0.0024736795260078,0.0125172572412447,454.4737685041274,724.3106341371994,454.4737685041274,724.3106341371994,True,0.1974812158300455,-0.8302188698669037,-0.1696587501394738,train,47
27513,1.53698956966,4.672482289893498,0.0,0.0,0.0,-8.94969418067232,62.95200146425315,0.002458248381611,0.0175144442867116,454.751529103875,814.2600072703635,454.751529103875,814.2600072703635,True,0.1650709563668377,0.0103817740847594,0.4873944010702549,train,48
42811,0.428997397423,0.5884192934145326,0.0,0.0,0.0,-9.083247751249264,81.05432173289428,0.0024953465955845,0.0225428659598009,454.0837612510983,904.7716085989318,454.0837612510983,904.7716085989318,True,1.1508673259152489,0.0774876707659656,-0.0885609060472216,train,49
42978,0.493626207113,1.5439565803366406,0.0,0.0,0.0,9.012362569397505,-80.90833096070462,359.99746878817723,-0.0224467574262444,544.5618128397002,94.95834526189844,544.5618128397002,94.95834526189844,True,0.5454360053538854,-0.1859583930331008,0.1331991731843737,train,50
18141,0.778387904167,5.580639690222089,0.0,0.0,0.0,8.91486324687987,-62.945867996260745,359.9974958713223,-0.0174571849948156,544.0743162271909,184.7706600695936,544.0743162271909,184.7706600695936,True,0.9327156151139314,0.4500003721525176,0.033602169912497,train,51
8805,0.314966887236,5.520206845544381,0.0,0.0,0.0,9.072156780514506,-45.03163308107157,359.99745217867417,-0.0124810089774079,544.8607838952369,274.3418346310542,544.8607838952369,274.3418346310542,True,0.389751269185317,0.577566774380156,-0.2791005432226168,train,52
40042,0.403021305799,1.5091357923943929,0.0,0.0,0.0,8.94521921908923,-26.96916031004677,359.9974874391078,-0.0074636555910771,544.2260960882131,364.65419847157307,544.2260960882131,364.65419847157307,True,1.686649025646367,-0.2901296026644565,0.0046945426862241,train,53
42762,0.30585989356,6.069522681519671,0.0,0.0,0.0,9.023439120914189,-8.932350319226785,359.99746571135734,-0.0024534306399211,544.6171955972746,454.8382484110887,544.6171955972746,454.8382484110887,True,0.1309325004024877,-0.1705498286508241,0.2570922720539216,train,54
33099,0.374082297087,0.4093863209795176,0.0,0.0,0.0,9.072874253034769,8.950536640265353,359.9974519793762,0.0025140379511354,544.8643712578377,544.2526831940895,544.8643712578377,544.2526831940895,True,0.1899985732877244,-0.5017436906821205,-0.568713791647902,train,55
49392,0.55297088623,1.8449518529849296,0.0,0.0,0.0,8.907587293084033,26.94874696639436,359.9974978924206,0.0075135407725559,544.0379364582176,634.2437348101814,544.0379364582176,634.2437348101814,True,0.1225847994719297,-0.0103590626722376,-0.0603689370398047,train,56
68227,1.05986690521,4.14280801778152,0.0,0.0,0.0,8.945301552639634,45.09520767349336,359.9974874162374,0.0125542241387407,544.2265077559651,724.9760383310033,544.2265077559651,724.9760383310033,True,0.3594464103490228,0.0261289631471921,-0.3414696753380015,train,57
64008,1.59761202335,1.9026218792481808,0.0,0.0,0.0,9.066772668997602,62.984540046686654,359.99745367426067,0.0175234827797845,544.8338633376567,814.4227001825047,544.8338633376567,814.4227001825047,True,0.3438973387793839,-0.4272477304161519,-0.6739659826039665,train,58
43212,0.263885885477,1.1254692046105843,0.0,0.0,0.0,8.950082353353338,81.02004331264968,359.9974860882372,0.0225333441775412,544.2504117595298,904.6002164977364,544.2504117595298,904.6002164977364,True,0.2916580395985269,-0.7261434314974055,0.5175545768670381,train,59
43022,0.247077003121,2.8772597077233013,0.0,0.0,0.0,26.921960765837262,-81.07281454151914,359.9924938998314,-0.0224924471316684,634.1098038074176,94.13592735795883,634.1098038074176,94.13592735795883,True,0.3363846847142696,-0.8019980280655925,0.1070226657412111,train,60
54941,0.679943978786,0.6474174839728303,0.0,0.0,0.0,27.07218391127184,-62.950655254149126,359.9924521711806,-0.0174585146537345,634.860919534469,184.74672378015555,634.860919534469,184.74672378015555,True,0.3760671581693444,-0.041443017140852,-0.0047604078354717,train,61
40609,0.317652195692,0.7866146956332357,0.0,0.0,0.0,27.089657955453088,-45.02415575035047,359.9924473172795,-0.0124789318451163,634.9482897553611,274.3792212846537,634.9482897553611,274.3792212846537,True,0.2918144586990825,-0.6078098583864663,-0.38201864502707,train,62
18627,0.493752002716,4.618643279897492,0.0,0.0,0.0,27.046611386373208,-27.06555065441194,359.99245927465967,-0.0074904306285697,634.7330569099964,364.1722467498252,634.7330569099964,364.1722467498252,True,0.174448398063473,0.0162272803547042,-0.0217686484133293,train,63
6364,0.638960003853,4.776995874820833,0.0,0.0,0.0,27.061391638975483,-8.953263992030362,359.99245516903403,-0.0024592399745441,634.8069581729959,454.7336800470877,634.8069581729959,454.7336800470877,True,0.099434369997168,0.5598053005290409,0.524299637580612,train,64
52503,1.22903048992,4.613646686493684,0.0,0.0,0.0,27.088534363415555,8.969191476353755,359.99244762938844,0.0025192198306355,634.9426717951743,544.3459573745164,634.9426717951743,544.3459573745164,True,0.4870186452075121,-0.0793139955002348,0.8403740352477281,train,65
43433,1.25254833698,2.0882056350703007,0.0,0.0,0.0,27.03009112034844,27.091770435901974,359.9924638636224,0.0075532694552208,634.650455579886,634.9588521576038,634.650455579886,634.9588521576038,True,0.3191549682936342,-0.3784285084523539,0.293311593489819,train,66
16158,0.330214291811,5.011119634308944,0.0,0.0,0.0,27.06548672115855,45.05444816466537,359.9924540315112,0.0125429019567878,634.8274335839079,724.7722407868963,634.8274335839079,724.7722407868963,True,0.6813025450439745,-0.2886447993837934,-0.3285408744601011,train,67
5319,0.792501628399,0.5456870539472717,0.0,0.0,0.0,26.97118467698671,63.02225521227432,359.992480226523,0.0175339590799996,634.3559233631249,814.6112760104126,634.3559233631249,814.6112760104126,True,0.3586319429499911,-0.0128451166116846,0.1306654633231992,train,68
16303,0.460831910372,1.1261185538096543,0.0,0.0,0.0,26.94108888940727,80.98689916504216,359.9924885864639,0.0225241372994443,634.2054444252522,904.4344957597256,634.2054444252522,904.4344957597256,True,0.6454729523695174,0.5775039833426411,-0.4876666225237646,train,69
22779,0.29938569665,2.0567476082243985,0.0,0.0,0.0,44.9019359308576,-80.92013221574067,359.98749946244175,-0.0224500350397256,724.0096796179809,94.89933898672774,724.0096796179809,94.89933898672774,True,0.3624267181215395,-0.0792087415271846,-0.0928502283376718,train,70
12767,0.262927591801,3.949844949294226,0.0,0.0,0.0,44.98607162955122,-62.99110576840593,359.9874760914155,-0.0174697506407907,724.4303581113809,184.5444712089042,724.4303581113809,184.5444712089042,True,0.1958845724953579,-0.2105892302802024,0.3563364003293399,train,71
53809,0.875472128391,5.008931879059772,0.0,0.0,0.0,45.09452043840051,-44.97287866059784,359.9874459667478,-0.0124646880189542,724.9726021555397,274.63560673337537,724.9726021555397,274.63560673337537,True,0.627084186202245,0.0239382246039041,0.483718129864121,train,72
11214,0.134189203382,5.266329862017707,0.0,0.0,0.0,45.03999557950515,-27.074193688456408,359.9874611125412,-0.0074928313567668,724.699977861107,364.1290315796098,724.699977861107,364.1290315796098,True,1.2976690489997376,0.1196369627218535,0.8491760813476679,train,73
68995,0.658032298088,4.535163857092547,0.0,0.0,0.0,45.08048267153939,-9.091123006465132,359.9874498661273,-0.0024975341065515,724.9024133212454,454.0443849750253,724.9024133212454,454.0443849750253,True,0.3134194097438963,0.3651982467752267,-0.2577024741010244,train,74
18575,2.46833658218,2.7121491146517944,0.0,0.0,0.0,44.92001537580091,9.010601338813132,359.98749444037395,0.0025307225317872,724.1000768426827,544.5530066867798,724.1000768426827,544.5530066867798,True,0.4037747957307437,0.0016269346650848,0.1405470488678223,train,75
68746,0.823528885841,5.361716782480234,0.0,0.0,0.0,44.9963168567766,27.065739394384277,359.9874732455192,0.0075460384954596,724.4815842474995,634.8286969500364,724.4815842474995,634.8286969500364,True,0.9976833646214656,-0.1595890577058725,-0.0625196445577858,train,76
40795,0.239438101649,0.2280272925856197,0.0,0.0,0.0,45.03581819082245,45.030789782535045,359.9874622729269,0.0125363299929211,724.6790909176968,724.6539488762638,724.6790909176968,724.6539488762638,True,0.7026039068668514,-0.297621016175119,-0.1745546693727077,train,77
32923,0.639501571655,3.384882300714939,0.0,0.0,0.0,44.943379910974464,63.02586696556252,359.9874879502256,0.0175349620776026,724.2168995185316,814.6293347768506,724.2168995185316,814.6293347768506,True,1.1254083565410162,-0.5940552384420277,0.656771464050581,train,78
54552,0.56044781208,2.7884255207423023,0.0,0.0,0.0,44.90655930907714,80.92522903696948,359.98749817817014,0.0225070063687251,724.0327965090748,904.1261451194124,724.0327965090748,904.1261451194124,True,0.0861637716670246,0.251546354881516,-0.3683536846895384,train,79
61086,1.02431166172,2.6751408781480475,0.0,0.0,0.0,62.915850744843794,-81.08733417174331,359.9824955975627,-0.0224964795048118,814.0792536733459,94.06332920684974,814.0792536733459,94.06332920684974,True,0.5320332738274449,-0.2635630674431913,-0.026555619521124,train,80
26361,0.13529509306,3.001366085372148,0.0,0.0,0.0,62.96232534524876,-62.98608374801248,359.9824826879527,-0.0174683552361918,814.3116266753332,184.56958131086745,814.3116266753332,184.56958131086745,True,0.150171038013428,-0.0095319439340046,0.0085838311499495,train,81
16736,1.74424755573,0.4141789572448078,0.0,0.0,0.0,62.93261162713865,-44.90785144742309,359.98249094176253,-0.0124466246230873,814.1630580848066,274.9607427991965,814.1630580848066,274.9607427991965,True,0.7928880825595669,0.0551572794425039,-0.1608327274768659,train,82
51512,0.326985806227,4.232536151394667,0.0,0.0,0.0,62.98805134403897,-26.965981114414134,359.98247554184263,-0.0074627721392905,814.4402566692635,364.6700944497337,814.4402566692635,364.6700944497337,True,0.6739269787241517,-0.2518679101295508,-0.4650762966393961,train,83
6765,0.504032373428,4.556670036496287,0.0,0.0,0.0,63.07751976110645,-9.03610626642295,359.9824506895069,-0.0024822516222724,814.8875987545285,454.3194686751917,814.8875987545285,454.3194686751917,True,0.8987238138946236,0.0064950104430643,0.1462175335925672,train,84
68475,0.861931979656,1.7336132866934342,0.0,0.0,0.0,62.981353720298536,9.006950422288213,359.9824774022935,0.0025297083302879,814.4067685505668,544.5347521041582,814.4067685505668,544.5347521041582,True,0.1554189676334551,-0.6875016053777431,-0.2679422841891361,train,85
11436,0.417826801538,0.251019202560945,0.0,0.0,0.0,62.90072352868862,26.98864736095211,359.9824997995668,0.0075246238714698,814.0036175925823,634.4432367829379,814.0036175925823,634.4432367829379,True,0.2912570958832626,0.2656576859043927,-0.0255226470296314,train,86
8256,0.305044293404,1.672516075696825,0.0,0.0,0.0,62.99611170154918,45.0847631499803,359.98247330285466,0.0125513223071776,814.480558456808,724.9238157134465,814.480558456808,724.9238157134465,True,1.345623100795141,0.5361642496885365,0.4526127234838035,train,87
8618,0.558256387711,2.7283347515359204,0.0,0.0,0.0,62.94627631297667,62.93145546916941,359.98248714601687,0.0175087362646004,814.2313815139858,814.1572772949614,814.2313815139858,814.1572772949614,True,0.3382881017926751,-0.4169405676100994,-0.2730982088303452,train,88
44061,1.51709568501,0.1505883061872807,0.0,0.0,0.0,63.07961414685882,80.96480499571356,359.9824501077331,0.0225179991683543,814.8980706832887,904.3240249131006,814.8980706832887,904.3240249131006,True,0.5016566930765615,0.5130160099319718,0.0721341066401289,train,89
17370,0.93265992403,6.11812130115482,0.0,0.0,0.0,80.96583453603887,-80.94891123359517,359.9774817137919,-0.0224580280099671,904.3291726147264,94.75544389747849,904.3291726147264,94.75544389747849,True,0.1219252941514524,0.3978125309941097,0.7707172782131194,train,90
48275,0.299929589033,1.2361228721868136,0.0,0.0,0.0,80.978875644803,-63.05369369854948,359.9774780912623,-0.0174871352416614,904.3943781585364,184.23153155823707,904.3943781585364,184.23153155823707,True,0.3169330790455265,-0.007720045081213,-0.0095455669484409,train,91
51925,0.357591986656,0.2694425074417411,0.0,0.0,0.0,81.04713043868307,-44.9754450177979,359.97745913160026,-0.0124654002304718,904.7356521278816,274.62277494737714,904.7356521278816,274.62277494737714,True,0.1047015035703116,-0.1606208839578909,0.4136669068377878,train,92
2722,0.676399588585,3.4794169333859237,0.0,0.0,0.0,80.92558239033208,-26.986099673975406,359.9774928949418,-0.0074683604008199,904.1279118862248,364.5695016519436,904.1279118862248,364.5695016519436,True,0.2008972173210479,0.0326411721798728,0.0675911377536535,train,93
51327,0.818368494511,5.986964895629481,0.0,0.0,0.0,80.91532314703996,-9.07002700810581,359.9774957447312,-0.0024916739747403,904.0766156697724,454.1498649668048,904.0766156697724,454.1498649668048,True,0.3627397347420231,0.4505626116792917,0.2500007938030526,train,94
69251,1.11975836754,2.39533245484648,0.0,0.0,0.0,80.91223744009964,8.982410245664106,359.97749660187185,0.0025228915382851,904.0611871350736,544.4120512210575,904.0611871350736,544.4120512210575,True,0.2026265545695823,-0.6614150109658291,-0.1741550868622706,train,95
7021,0.700701415539,5.203264493696934,0.0,0.0,0.0,81.0710436384014,26.96035130889934,359.9774524890458,0.0075167636260979,904.855218126454,634.3017565226969,904.855218126454,634.3017565226969,True,0.1868718327626065,-0.4626611448163533,0.7759823578045479,train,96
45365,0.539647519588,3.6013887740054065,0.0,0.0,0.0,80.98875190672761,44.93479093039643,359.9774753478566,0.0125096629798446,904.4437594681516,724.1739546156484,904.4437594681516,724.1739546156484,True,0.1443871474599561,-0.0125447446892393,0.0443386824285788,train,97
61979,1.33862960339,5.759235939653259,0.0,0.0,0.0,80.99408237358124,62.998989209067815,359.9774738671716,0.0175274950983183,904.4704118024154,814.4949459943989,904.4704118024154,814.4949459943989,True,0.9784329635900496,-0.3167554488666277,-0.4518538288324226,train,98
22148,0.198475196958,2.4263449914881594,0.0,0.0,0.0,80.97808624154116,80.91088825045325,359.9774783105409,0.0225030216148509,904.390431142228,904.0544411868428,904.390431142228,904.0544411868428,True,0.4805303874996834,0.0308506138420408,0.1685953906042818,train,99
7151,2.2041990757,0.1891250517921431,0.0,0.0,0.0,-81.04424726800582,-81.04771175163195,0.0224845119721651,-0.0224854725971909,94.2787637255023,94.26144130737448,94.2787637255023,94.26144130737448,True,0.4140310842037677,-0.2224399517283492,-0.1550220670819781,train,100
54946,0.26866671443,4.021324289071517,0.0,0.0,0.0,-81.05125548464768,-63.03425651244206,0.0224864586987032,-0.0174817360284774,94.24372264229868,184.32871748875849,94.24372264229868,184.32871748875849,True,0.2093655335504015,-0.1720988524320564,0.3336171707967417,train,101
56377,0.695998609066,6.069629002553239,0.0,0.0,0.0,-81.09002248455364,-45.08310694833641,0.0224972273081255,-0.0124953063222976,94.04988764280024,274.08446529477163,94.04988764280024,274.08446529477163,True,0.4546304848066336,-0.6491350155422926,0.0675673757909534,train,102
24830,0.754680216312,3.519146546553415,0.0,0.0,0.0,-80.92739273720493,-27.032367879122894,0.0224520523852616,-0.0074812126816303,94.86303637941228,364.3381606262436,94.86303637941228,364.3381606262436,True,0.1960503346190711,0.2088124408023718,0.2199075337761639,train,103
26231,0.403371691704,4.998141220832202,0.0,0.0,0.0,-80.91413075885701,-9.026148730528991,0.0224483685029496,-0.0024794855662156,94.92934627114111,454.3692563546535,94.92934627114111,454.3692563546535,True,0.2127786057116661,-0.0765669617297922,-0.0565708404814603,train,104
